word,sentence,label
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"As a skilled chess player, he won several national championships.",player.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,The basketball team worked hard to perfect their strategy before the championship game.,team.n.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
team,"They teamed up to create an innovative start-up, combining their unique skills and experiences.",team.v.01
team,"On the farm, a team of oxen was used to plow the fields.",team.n.02
case,The typesetter chose a bold font case for the headline.,font.n.01
case,It was a unique case of events that led to the unexpected discovery.,event.n.02
case,The detective examined the case thoroughly to understand the facts.,case.n.04
case,He carried his instruments in a sturdy leather case.,case.n.05
case,The snail retreated into its case for safety.,shell.n.08
case,The thief cased the jewelry store before robbing it.,case.v.01
case,The typesetter chose a bold font case for the headline.,font.n.01
case,A case of wine was delivered to the party.,case.n.10
case,He carried his instruments in a sturdy leather case.,case.n.05
case,The museum displayed ancient artifacts in a glass case.,case.n.20
case,The window case needed repair after the storm.,casing.n.03
case,The unsolved case of the missing artifact intrigued the historian.,case.n.08
case,A case of wine was delivered to the party.,case.n.10
case,"In the print shop, each letter was kept in a specific compartment of the type case.",case.n.18
case,A case of wine was delivered to the party.,case.n.10
case,The snail retreated into its case for safety.,shell.n.08
case,The museum displayed ancient artifacts in a glass case.,case.n.20
case,His lawyer presented a compelling case in court.,case.n.09
case,He was in a melancholic case after hearing the news.,case.n.12
case,"In the grammatical case of nominative, the noun is the subject of the sentence.",case.n.11
case,The snail retreated into its case for safety.,shell.n.08
case,The typesetter chose a bold font case for the headline.,font.n.01
case,The museum displayed ancient artifacts in a glass case.,case.n.20
case,The museum displayed ancient artifacts in a glass case.,case.n.20
case,The plaintiff filed a case against the company for patent infringement.,lawsuit.n.01
case,The museum displayed ancient artifacts in a glass case.,case.n.20
case,The plaintiff filed a case against the company for patent infringement.,lawsuit.n.01
case,The window case needed repair after the storm.,casing.n.03
case,"In the print shop, each letter was kept in a specific compartment of the type case.",case.n.18
case,The cell was surrounded by a protective case.,sheath.n.02
case,A case of wine was delivered to the party.,case.n.10
case,The snail retreated into its case for safety.,shell.n.08
case,He was in a melancholic case after hearing the news.,case.n.12
case,The ancient scroll was encased in a protective tube.,encase.v.01
case,The cell was surrounded by a protective case.,sheath.n.02
case,She embroidered a decorative case for her pillow.,case.n.19
case,The museum displayed ancient artifacts in a glass case.,case.n.20
case,The museum displayed ancient artifacts in a glass case.,case.n.20
case,The snail retreated into its case for safety.,shell.n.08
case,The thief cased the jewelry store before robbing it.,case.v.01
case,The thief cased the jewelry store before robbing it.,case.v.01
case,"In the clinical trial, each case was monitored for side effects.",subject.n.06
case,The thief cased the jewelry store before robbing it.,case.v.01
case,The thief cased the jewelry store before robbing it.,case.v.01
case,The plaintiff filed a case against the company for patent infringement.,lawsuit.n.01
case,"In this case, the strange lights turned out to be a weather balloon.",case.n.01
case,The typesetter chose a bold font case for the headline.,font.n.01
case,His lawyer presented a compelling case in court.,case.n.09
case,The museum displayed ancient artifacts in a glass case.,case.n.20
case,"In the grammatical case of nominative, the noun is the subject of the sentence.",case.n.11
case,"In the grammatical case of nominative, the noun is the subject of the sentence.",case.n.11
case,The plaintiff filed a case against the company for patent infringement.,lawsuit.n.01
case,The snail retreated into its case for safety.,shell.n.08
case,The typesetter chose a bold font case for the headline.,font.n.01
case,It was a unique case of events that led to the unexpected discovery.,event.n.02
case,"As a psychologist, she had a diverse case of clients.",case.n.06
case,"In the grammatical case of nominative, the noun is the subject of the sentence.",case.n.11
case,The ancient scroll was encased in a protective tube.,encase.v.01
case,The plaintiff filed a case against the company for patent infringement.,lawsuit.n.01
case,The unsolved case of the missing artifact intrigued the historian.,case.n.08
case,The thief cased the jewelry store before robbing it.,case.v.01
case,The thief cased the jewelry store before robbing it.,case.v.01
case,His lawyer presented a compelling case in court.,case.n.09
